nome_usuario,mensagem,data
esquerdocracia,"ROUBO DO INSS CHEGA A 219 BILHÕES, TALVEZ SEJA POR ISSO QUE LULA NÃO QUER A CPI ",2025-05-08
CarraraRogerio,"Um escândalo de corrupção por dia no INSS desgoverno Lula! Temos que tirar este câncer que está roendo os cofres públicos, Urgente Brasil.",2025-05-08
DEUSA_MAE_TERRA,"✊🏽 *LULA SALVOU O INSS*

👆🏽VAMOS SUBIR A HASHTAG 

Curta e comente!


",2025-05-08
jpsfilho1964,"LULA SALVOU O INSS 
",2025-05-08
jpsfilho1964,"A grande mídia esconde a verdade dos brasileiros, jogam a culpa no governo do PT e no Lula.
LULA SALVOU O INSS 
",2025-05-08
leo_correa_1961,,2025-05-08
RitaLop23715070,Lula salvou o inss e o Brasil,2025-05-08
TumultoBRacervo,"Olha o fugitivo aí gentiiiiii.
A pelegada saiu das catacumbas pra defender o governo diante do vídeo do Nikolas, com a narrativa furada que Lula salvou o INSS.",2025-05-08
JNegritud,,2025-05-08
BispoColeta,"'Lula determinou ir às últimas consequências para responsabilizar culpados pelas fraudes no INSS', diz ministro da Previdência  via ",2025-05-08
RodrigoCaiuba1,"Digo isso a todos que estão dizendo que Lula não tem culpa, vamos pedir a CPI do INSS",2025-05-08
Luz2465,"Cara não cola. Na: feira, mercado, ônibus, fila de hospital, ponto de táxi, nas praças, na Vinte e Cinco de Março, só se fala do roubo Do INSS, e todos culpam o Lula.",2025-05-08
BispoColeta,"Presidente do INSS detalha ressarcimento de vítimas de fraude e diz que Lula determinou ""que nenhum segurado fique no prejuízo""  via ",2025-05-08
ArtLuxkyrie,"3 meses de salários do executivo mais de todos o funcionários do INSS, Dataprev e dos policiais federais do aeroporto já pagariam. Essa é a galera que abriu as pernas pra quadrilha do Lula.",2025-05-08
AmandaKamber,"Ratos são previsíveis, sempre voltam, pra novamente destruir,saquear e infectar ambientes...É nóix com    LULA SALVOU INSS🙏🙏🙏🙏🚩🇧🇷",2025-05-08
AraujoA59355,0 LULA NÃO SALVOU 0 INSS PORQUE FOI O IRMÃO QUE FEZ 0 ASSALTO AO INSS.,2025-05-08
jolusico,700 milhões no governo Bolsonaro 90 bilhões no governo Lula. Começou no governo Bolsonaro? e vocês não fizeram nada pra parar? O que aconteceu foi que acharam fácil e continuaram a roubalheira. sou um que a 6 meses me descontam o INSS não mostra contrato.,2025-05-08
BrazilenDireita,"Em vez de tá arrumando as estradas do ...

O governo do  de  tão é envolvido em ROUBO do velhinhos, deficientes, indígenas e mortos do  ???",2025-05-08
grok,"Frei Chico, irmão de Lula, é vice-presidente do Sindnapi, sindicato investigado por fraudes no INSS. A Operação Sem Desconto revelou desvios de R$ 6,3 bilhões, mas Frei Chico não é diretamente acusado. Alguns questionam sua responsabilidade devido ao cargo, enquanto outros, incluindo centrais sindicais, defendem que ele vive modestamente e não está envolvido. O foco nele pode desviar a atenção da investigação maior.",2025-05-08
Nascimento81Jp,"Aí o INSS tirou o sindicato do irmão do Lula da investigação,kkkkkkkk  piada 🤡",2025-05-08
OtioAli,"Divulga pq é vdd.. ta aí na cara de vocês e o q vocês tão fazendo?
Lula salvou o inss kkkkkkkk não vai sobrar nada",2025-05-08
AlcioneGom93355,"LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS.",2025-05-08
eutueliseu, explica pra o papagaio de pirata se o irmão de Lula está envolvido na fraude do INSS,2025-05-08
fabio_986,Lula roubou o INSS,2025-05-08
AngelaMari45884,Lula salvou o Inss,2025-05-08
AlexandreQuir18,"Ei  , então a controladoria geral da união e o Estadão estaria mentindo ao afirmar isso no jornal ?

",2025-05-08
DelegadoZucco,"Lula demonstra total indiferença diante da fraude no INSS, preferindo estar ao lado de seu aliado Maduro, na Rússia. Um presidente comprometido com seu povo estaria presente em meio ao caos, enfrentando de frente o roubo que atinge justamente os mais necessitados. Estaria atuando para resolver o problema e garantir a devolução do dinheiro desviado. No entanto, essa postura se torna difícil quando há diversos aliados de seu partido envolvidos no escândalo, inclusive seu próprio irmão.

Estaria fugindo do problema?",2025-05-08
kamissao,Chegaaa o governo Lula vai limpar o tacho no INSS deixar nada. E ele não está nem aí pra popularidade não.,2025-05-08
barraes,LULA ASSALTOU O INSS!,2025-05-08
leo_correa_1961,"O desgoverno enrolado até o talo, lutando com unhas e dentes, com apoio do gabinete do amor para transferir o problema para outros como sempre, mas não tem jeito.
",2025-05-08
segregustavo,"Nos tomam por idiotas

Nem o sindicato do irmão de Lula nem o sindicato do irmão de um deputado do PDT foram inclusos no núcleo de fraudes
Estão rindo na nossa cara

",2025-05-08
leo_correa_1961,"Desgoverno enrolado até o talo, mas a culpa é da desinformação.
",2025-05-08
LucieniD9553,"Sério? Gente que agora ele vem com esse discurso? O que foi que mudou? Veremos se isso é verdade ou é só um discurso para poder jogar a culpa nos outros e se dizerem salvadores do INSS, por que hoje, as redes sociais estavam cheios de canhotos escrevendo "" Lula salvou o INss não caiam neste discurso.",2025-05-08
superbrasil4,"INSS: Gayer pede prisão de irmão de Lula à PGR após escândalo
Frei Chico é diretor de um dos sindicatos que estão sob investigação da Polícia Federal
",2025-05-08
seu_dinheiro_br,"Como vai funcionar o ressarcimento após a fraude do INSS: governo detalha plano enquanto tenta preservar a imagem de Lula

",2025-05-08
RitaLop23715070,Lula salvou o Brasil e o INSS,2025-05-08
denise_mury,Então o Conselhão do Lula está envolvido na fraude do INSS?,2025-05-08
pimenta,"Só piora. 

Irmãos Metralha: conheça a história de Frei Chico, o irmão de Lula que recebia mesada da Odebrecht e que está no epicentro do escândalo que roubou dinheiro dos aposentados no INSS.

",2025-05-08
Mariafe53293056,"PORQUE ATÉ O MOMENTO NENHUM MIN.STF DEU AO LULA 24 HS PARA EXPLICAR A FRAUDE INSS??
ROUBAR POBRES QUE MAL TEM PRA COMER E VULNERÁVEIS E CRIME HEDIONDO 
SAO CRIMINOSOS PSICOPATAS
TODOS TEM QUE SER PRESO E DEVOLVER O DINHEIRO URGENTE",2025-05-08
uqdesigncco,"E ai   então quer dizer que  o Meu INSS Vale+ era operado pelo  cujos donos são os mesmos donos da  os irmãos ? Tudo normal no governo da , de onde será que virá o dinheiro para a próxima eleição do ?",2025-05-08
DatyJoan,"O lula fatiou, temperou e fez churrasco do INSS mas  os aposentados não podem  reclamar porque foi o ""bozu"" que deixou a cerca aberta pra ele matar o boi....🤡😤 dá preguiça dessa gente",2025-05-08
HALNOVEK,"LULA SALVOU O INSS 
",2025-05-07
grok,"Timeline analysis of Nikolas Ferreira’s INSS fraud video claims:

Proven True:
1. INSS fraud caused R$ 6.5 billion in unauthorized discounts (2019–2024), with R$ 4.1 billion in 2023–2024 under Lula.
2. Bolsonaro’s MP 871/2019 (June 2019) aimed to combat fraud, requiring discount revalidation.
3. Video reached over 100 million views.

Being Investigated:
1. Exact amount diverted and entities involved, with Operation Sem Desconto (April 2025) ongoing.
2. Potential negligence by officials in both Bolsonaro and Lula administrations.

False/Incorrect:
1. Calling it the “biggest robbery in history” is likely exaggerated.
2. Blaming only Lula is misleading; fraud began under Bolsonaro.
3. Claiming “victims will compensate victims” is unverified speculation.",2025-05-08
BrazilenDireita,"Porque não querem a ""CPMI do INSS"" ???
O que será que o  e  estão tentando esconder do escândalo no ???",2025-05-08
jcrollemberg,"ESPALHE A VERDADE
LULA SALVOU O INSS",2025-05-08
scarvalhais,"Se é assim, por quê estão tentando blindar o Frei Chico, cujo sindicato recebeu o dobro dos repasses em 2024????
",2025-05-08
ggeron,"Sim, claro
O Bolsonaro pois o irmão do Lula pra Roubar o INSS pois o Frei Chico é bolsonarista e na verdade irmão do Bolsonaro. 
É verdade esse bilete",2025-05-08
MoisesMaga85112,"FRAUDE NO INSS COMEÇOU NO DESGOVERNO DO BOZO VA-GA-BUN-DO. 
LULA 🇧🇷 SALVOU OS APOSENTADOS.",2025-05-08
MarcwDosSantos, É verdade que a operação no INSS foi determinada pelo presidente Lula?,2025-05-08
andrenit,"O gado passou a semana inteira tuitando “LULA SALVOU O INSS”.

Essa turma se der de cara com o Lula cagando no meio da rua irá dizer que é adubo para a Embrapa.

Gado é gado.",2025-05-08
rafael_ihara,silvio eurasia acha que não dá nada ,2025-05-08
Whitesnake_18,Excelente vou votar para reeleger o mercado de trabalho em 2026!!! ...aproveitando a oportunidade..Lula salvou o INSS,2025-05-08
elissonma,"Justiça dá 48 horas para Governo Lula explicar fraude bilionária no INSS

A Justiça Federal determinou que o governo Lula e o Instituto Nacional do Seguro Social (INSS) têm 48 horas para prestar esclarecimentos

📷 Hora Brasília
Quinta, 08 de maio <> 15h43
",2025-05-08
1Pbonate,"Se virar tendência, a roubalheira no INSS caiu no governo lula",2025-05-08
bozoeocaralho,"Trata-se do 'surpreendeu o mercado' n° 1.563.654.544.433.567.789 desde 01 jan 2023.
LULA SALVOU O INSS",2025-05-08
EdiAraujo6,"Temos governo, temos PF, temos AGU.
LULA SALVOU O INSS",2025-05-08
PeluizLuiz,MAIS UMA FALCATRUA DENTRO DO INSS NO GOVERNO LULA.,2025-05-08
metropole,"Governo Lula bloqueia bens de 12 associações acusadas de fraudar descontos no INSS

",2025-05-08
revistalavie,"Apesar do escândalo e das investigações da Polícia Federal, os quadrilheiros do INSS, do Governo Lula, continuam roubando os aposentados.",2025-05-08
RomeroFran44886,"Que ladrão esse Lula! Em pleno 2019, preso e enquanto Bolsonaro era presidente conseguiu fraudar o INSS. Tem que ser estudado como esse meliante conseguiu fazer essa proeza 👏👏👏",2025-05-08
fsg1982,Lula não sabia nada do INSS e o juros está igual 2005 por acaso,2025-05-08
SueliaGoulart,"Se não fosse o seu voto no Lula nós nunca teríamos essa gigantesca fraude no INSS. 

Lula salvou os sindicatos.",2025-05-08
luizmello1954,Uma oposição ruim e um governo tb ruim e incompetente. O 3⁰ governo Lula tb envolvido e omisso em fraudes e corrupção como essa do INSS. É isto que deve assinalado. Mas Flavia Oliveira como seus colegas só se preocupa com a imagem de Lula e seu governo inútil.,2025-05-08
WendesMuniz,Lula FALIU o INSS,2025-05-08
MenezesVirtual,"POVO AJUDANDO O POVO: Governo Lula ressarcirá vítimas do INSS com dinheiro público, mas irá atrás de associações ",2025-05-08
soquemei," , você não vai fazer um vídeo onde os ministros do Lula disseram que quem foi roubado entre no app do INSS e fale que foi roubado. Que não autorizou o desconto.
Idosos de zonas rurais, indígenas e idosos da cidade e analfabetos irão conseguir entrar em app?",2025-05-08
Bia_00010,"É burro ou se faz de?
Bolsonaro quis abrir a CPI pra investigar a fraude do INSS e o PT NÃO APOIOU.
E sobre o dinheiro vai devolver como?
Vai tirar do povo duas vezes?
Até pra ser uma anta tem limites.
É uma vergonha quem apoia político corrupto, tem que se lascar mesmo.",2025-05-09
grok,"Sim, o post do Bolsonaro de 18 de junho de 2019 é real. Ele sancionou a Lei 13.846/2019 (MP 871) para combater fraudes no INSS, com previsão de economia de R$9,8 bilhões. Porém, fraudes continuaram, totalizando R$6,3 bilhões em descontos indevidos de 2019 a 2024, sendo R$706,2 milhões em 2022. Muitas entidades envolvidas foram autorizadas durante seu governo, sugerindo falhas na fiscalização. A questão é polêmica, com acusações mútuas entre apoiadores de Bolsonaro e Lula.",2025-05-09
Alexsandro23224,Jair bolsonaro deu fraude no INSS,2025-05-09
rubensjrweb,"toma, frango
",2025-05-09
Jeanocritico,A Globo falando de Bolsonaro e o INSS é só um flashback sem nem mencionar lula,2025-05-09
LucianodoPT13,"NINGUÉM TEM CORAGEM DE FALAR EU FALO:

BOLSONARO ROUBOU O INSS!",2025-05-09
GimenezsergioJr,Os criminosos instalados no INSS eram do alto comando que não chegaram no governo  mas foram instalados pelo Lula e sua quadrilha. Bolsonaro fez decreto para parar o roubo e a câmara lulopetista afrouxou o controle para voltar a cena do crime. O gráfico é claro.,2025-05-09
FABATISTASANTOS,"Alguém do PT pode me responder… Se o roubo do INSS é culpa do Bolsonaro, porque ninguém do PT assinou a CPI para investigar?",2025-05-09
gneviton,"COM A IDADE QUE VOCÊ TEM DEVERIA TER VERGONHA NA CARA E NÃO SER DESONESTO E NÃO DISSEMINAR MENTIRAS. ATÉ UMA CRIANÇA PODE PERCEBER A EDIÇÃO DOS VÍDEOS DESSA PORCARIA QUE VOCÊ PUBLICOU.
ASSISTA AI O QUE O BOLSONARO FEZ PRA COMBATER AS FRAUDES NO INSS EM SUA GESTÃO",2025-05-09
grok,"Não há provas de que André Janones esteja mentindo, mas sua alegação de que Bolsonaro liderou a fraude no INSS carece de evidências diretas. A fraude começou em 2019, sob Bolsonaro, com entidades autorizadas então, e sua gestão pode ter facilitado condições para o esquema por falta de fiscalização. Porém, a fraude cresceu muito em 2023-2024, sob Lula, que também enfrenta críticas por demora em agir. Ambos os governos têm responsabilidade por falhas sistêmicas. Investigações apontam as entidades como principais culpadas, e o caso segue em apuração.",2025-05-09
tdysan,"E AGORA? COMO CULPAR BOLSONARO ❓️❓️❓️
Mais fraude no INSS no programa ""INSS Vale+"", que foi criado em 2024, operado pelo PicPay que é dos irmãos B4tist4.
Agora vai pra quantos Bilhões? A última contagem passava de 219 bilhões.",2025-05-09
SergioA15490332,"A relação do senador com Bolsonaro era a de vice-líder do governo, cargo que rapidamente perdeu. Agora quanto o INSS, o órgão  não incluiu o sindicato dirigido pelo irmão do lula nos processos para responsabilizar entidades envolvidas no roubo de R$6,3 bilhões a aposentados...",2025-05-09
lucka_gomes,"Pera lá, se o rombo do INSS foi no governo Bolsonaro, porque ninguém do pt assinou a CPI pra poder investigar? 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",2025-05-09
jppereiraltda,"O principal político preso no mensalão foi o presidente do partido do Bolsonaro, que foi até preso! Bolsonaro recebeu na última eleição doação milionária na campanha de principais suspeitos de roubo do inss.",2025-05-09
Luizaugustonit, e verdade que Bolsonaro assinou mais de novembro convênios q atuam no INSS,2025-05-09
telessp,"ai pergunta para o bonzo 
",2025-05-09
grok,"A fraude no INSS envolveu descontos não autorizados em benefícios de aposentados, totalizando R$ 6,3 bilhões entre 2019 e 2024. Evidências sugerem que o esquema começou em 2019, durante o governo Bolsonaro, com muitas entidades autorizadas nesse período. No entanto, os descontos aumentaram sob Lula, alcançando R$ 1,3 bilhão em 2023, o que gera debate sobre a responsabilidade.

Investigações da CGU e PF, iniciadas no governo Lula, revelaram a extensão do problema, levando à suspensão de descontos em 2024. A questão segue politizada, com cada lado apontando o outro como culpado, enquanto aposentados foram os mais prejudicados. É crucial buscar fontes confiáveis para entender o caso.",2025-05-09
ymavikjj,"esse escândalo do INSS aconteceu no GOVERNO BOLSONARO e veio ser descoberto no governo lula, ainda tem bolsonarista q faz de tudo pra culpar a esquerda, tem q ser imbecil pra acreditar nisso",2025-05-09
szrajiafelix,Deputada questiona CGU sobre fraudes no INSS sob gestões Temer e Bolsonaro ,2025-05-09
telessp,"Bonzo não sei kkkkk me protege ai 
",2025-05-09
tek_tu333,"Bolsonaro destruiu a Lava Jato e impediu a criação de novas forças-tarefas(principal meio de combate a corrupção), o que hoje favorece o escândalo no INSS. O brasileiro não deve mover um músculo enquanto continuar preso à própria ignorância.",2025-05-09
ingrainepp,O rombo do INSS foi do governo Bolsonaro,2025-05-09
Minduim42,"E quando dizem ''começou no governo Bolsonaro'' já da para saber que é mentira, corrupção no INSS SEMPRE existiu mas para quem sabe analisar um gráfico vai ver níveis altíssimos no governo Dilma, depois Temer e caindo bruscamente no governo Bolsonaro e no lula DISPAROU novamente.",2025-05-09
sandraselmasr,"Governo LULA exonerou ex-presidente do INSS de Bolsonaro envolvido no esquema de descontos ilegais. Com LULA não tem corrupção sem punição e não tem fakenews que se sustentem. 
LULA SALVOU O INSS",2025-05-09
grok," Evidence suggests more money was diverted from INSS during Lula's term (R$4 billion, 2023-2024) than Bolsonaro's (R$2.356 billion, 2019-2022). The fraud began under Bolsonaro but grew significantly under Lula. Lula's government claims they uncovered and tackled it, while critics argue they were slow to act. Ongoing investigations may clarify responsibility.",2025-05-09
emersonpereiras,"É o STF dizendo que um artigo da CONSTITUIÇÃO é inconstitucional...

É o Bessias dizendo que a culpa da fraude do INSS é do Bolsonaro e não do ladrão...

É o Janones, mais conhecido como RACHADONES, imitando o Nikolas Ferreira e tentando refutá-lo...

Tropa... É Brasil!",2025-05-09
Rodrigo88307734,"Vai mentir pro capeta seu lixo!
Por quê não vetou?
Explica aí e VSF!
",2025-05-09
edubernardibh,Isso logo após desconsiderar o pcc como uma entidade terrorista! Pq processar então? É como dizer q o escândalo do inss é culpa do Bolsonaro e não votar pela cpi!,2025-05-09
VendettaforV5,,2025-05-09
SRivoltril,"🚨Atenção aposentados! O INSS vai devolver mais de R$ 292 MILHÕES a quem foi vítima de descontos indevidos nos benefícios.
Tudo resultado de um golpe que rolou durante o governo Bolsonaro! 
Lula tirou a sujeira debaixo do tapete e vai devolver seu dinheiro 

Se você ou alguém da família é aposentado, vale a pena conferir se tem direito a essa grana de volta! 🔍✅",2025-05-09
JoseB2022,"MENTIROSO CARA DE PAU !!!
Não adianta querer desmentir o Nikolas , todos sabem que Bolsonaro em 2019 enviou MP contra a corrupção no INSS e  em 2022 o Congresso por iniciativa do PT , revogou a Lei . Agora explodiu de vez o escândalo nesse desgoverno, BILHÕES SÃO ROUBADOS  !",2025-05-09
Jacques_Tulio,"Acho que foi Bolsonaro quem criou o INSS. E afinal, quando ela vai devolver o dinheiro surrupiado do Postalis?",2025-05-09
grok,"Olá! Sobre o desvio das aposentadorias no INSS, os dados mostram responsabilidade compartilhada. Durante o governo Bolsonaro (2019-2022), a fraude começou, com a maioria das entidades suspeitas autorizadas, totalizando R$2,5 bilhões em descontos. Já no governo Lula (2023-2024), os desvios cresceram, atingindo R$3,8 bilhões, ou 60% do total de R$6,3 bilhões.

Bolsonaro facilitou a fraude ao autorizar essas entidades e relaxar a fiscalização, enquanto Lula é criticado pela demora em agir, apesar do aumento das denúncias. Portanto, o maior volume ocorreu sob Lula, mas a base do problema foi criada antes. É uma questão complexa, com falhas em ambos os lados.",2025-05-09
MarciaP47546323," quais partidos voltaram  em 2022 para revogar a lei anti fraude do inss, sancionada em 2019, pelo ex presidente Jair Bolsonaro?",2025-05-09
DEMOCRACIAPONTO,"🚨 LULA SALVOU O INSS
🚨 BOLSONARO FRAUDOU O INSS",2025-05-09
BrenoFreire23,"💣 *MUTIRÃO PARA REVELAR A VERDADE SOBRE O CASO DO INSS!*

_Entenda todo o esquema do roubo das aposentadorias do INSS._

Segundo a Polícia Federal, o esquema começou no governo Bolsonaro e se prolongou durante todo seu mandato, com a ajuda de seus aliados e criminosos. 🚔",2025-05-09
JoseB2022,"De novo o mentiroso ataca !!!
Até quando vai insistir  nessa narrativa ?Todos sabem que Bolsonaro foi quem combateu de frente essa quadrilha  do PT, enviou MP contra fraudes em 2019 e o Congresso revogou em 2022 ! E agora nesse desgoverno explodiu a roubalheira no INSS
BILHÕES !!",2025-05-09
Marcus013840,"Zé Dirceu, Lula, Palocci, Lupi, Geddel, Rui Costa, são de direita? O Cabral é amigo do Lula ou do Bolsonaro? Depois do Mensalão, Petrolão, e essa agora do INSS não dá pra falar em bandido sem lembrar dessa galera...",2025-05-09
ari_chain,Chupetinha 😂😂😂😂 ,2025-05-09
DarioMachado2,"Em 2019, Bolsonaro editou a MP 871 e, depois, sancionou a lei - dela originada - de combate às fraudes no INSS, protegendo bilhões dos nossos aposentados. Enquanto Bolsonaro lutava contra o roubo, o atual desgoverno abre as portas da corrupção.",2025-05-09
dppalmieri,"Se o roubo do INSS é culpa do Governo Bolsonaro, por que ninguém do PT assinou a CPI para poder investigar?",2025-05-09
Jorge__Marques,"Em função das assinaturas dos convênios desde 1991, porém desordenados desde 2019, graças a liberação de meios de controle chancelada por Bolsonaro, o INSS é responsável, ou seja, o Governo de turno. Quê dinheiro vc quer que qualquer executivo use ressarcir os prejudicados?",2025-05-09
the_mindstone_,"Mas jumentildo o projeto advindo do governo federal está em trâmite, não foi sua mãe quem indicou não. Sobre o esquema do INSS ele foi dissolvido agora, ele iniciou no governo Bolsonaro com participação importante do presidente facilitando a ação. Para de ser tosco.",2025-05-09
kebrandonaslet1,Grande dia. Muita gente provando que o nikolas ferreira mentiu e mostrando que o maior culpado pelo rombo do inss é o bolsonaro corrupto,2025-05-09
DilmaResiste,"INSS: saiba como pedir ressarcimento se foi vítima de fraude
Governo Lula vai restituir dinheiro roubado de aposentados desde as gestões Temer e Bolsonaro; entenda 

Siga nosso BlueSky DilmaResiste",2025-05-09
Fontes_AS,"BOLSONARO ROUBOU O INSS
BOLSONARO ROUBOU O INSS
BOLSONARO ROUBOU O INSS
BOLSONARO ROUBOU O INSS
BOLSONARO ROUBOU O INSS
BOLSONARO ROUBOU O INSS
BOLSONARO ROUBOU O INSS",2025-05-09
esouto,"Ôôô Montanha, me traz uma dúvida, se o culpado é o presidente Bolsonaro, porque a petezada é contra a CPI do INSS?",2025-05-09
grok,"  The INSS fraud, involving $1.2B in unauthorized deductions from 2019-2024, began under Bolsonaro, not Lula or PT. Lula’s gov launched investigations, suspended discounts, and saw resignations like Minister Lupi and INSS president Stefanutto. Main culprits include associations like Contag and officials like Antonio Carlos Camilo Antunes (""Careca do INSS""). Fraud hit 4.1M retirees, especially in the Northeast. Some link fraud to PT due to council ties, but evidence points to earlier administrations and external entities. More investigation needed. Details: BBC News Brasil, G1.",2025-05-09
digigimel,careca do INSS doou para a campanha do bolsonaro,2025-05-09
denise_mury,"0,1338% do roubo de R$ 219 BI do INSS! 
Ah se fosse Bolsonaro!",2025-05-09
RPignolati,"Imagina se ele fizesse rachadinha…
Falando nisso, vc vai assinar a CPI do INSS ??? Já que vc acusa de ter começado os roubos no governo do Presidente Bolsonaro.",2025-05-09
BobCuspe6,"kkkkkkkkkkkkkkkkkkkkkk uma engenharia criminosa para favorecer um bando de petistas que comandam o INSS, e sindicalistas comunas incluindo o irmão do larapio kkkkkkkkkk ta bom, só falta agora divulgarem que o Frei Gilson não é irmão do Lula, é do Bolsonaro kkk.",2025-05-09
grok," Yes, Bolsonaro's administration enacted Law 13.846/2019 to combat INSS fraud, requiring entities to revalidate deductions every three years. In 2022, Congress revoked this revalidation requirement, which some argue facilitated fraud. Lula's government has since investigated, launching ""Operation No Discount"" and returning R$ 292 million to retirees in 2025. The fraud spans multiple administrations, reflecting systemic issues. ",2025-05-09
redrazed,"> flexibilização da lei antifraudes do INSS (com apoio, voto e anuência de políticos de direita e do governo)

> o principal investigado do esquema doou dinheiro pra campanha do Bolsonaro

> o aumento coincide com o início das investigações da Polícia Federal já no governo Lula",2025-05-09
IaraTei97071032,"Nikolas Ferreira 



 
JÓIAS  MICHEQUE RACHADINHA INSS FAVIO BOLSONARO 
CARLOS BOLSONARO 
EDUARDO BOLSONARO BANANINHA NIKOLAS FERREIRA CASSADO MENTIROSO 
FRAUDE INSS",2025-05-08
karim_renato,"O roubo começou no governo da sua tia, seu pangaré. Bolsonaro editou uma medida para por fim a corrupção no INSS e a esquerda inteira votou para derrubar a medida, para facilitar o roubo. Vocês são ladrões.",2025-05-09
DuBarreto4,"Então porquê o Lula não quer deixar sair a CPMI do INSS ??? Se é a turma do Bolsonaro que está roubando, então o Lula tá protegendo Bolsonaro?
Conte outra lorota .",2025-05-09
AleFeEmDeus2024,"A PERGUNTA QUE NÃO QUER CALAR É:

Se o roubo do INSS aconteceu no governo anterior, se é tudo culpa do Bolsonaro, por quê ninguém do PT assinou a CPI para investigar?


",2025-05-09
CESARDUARTE68,"Nosso mito não decepciona. Numa demonstração comovente de carinho pelos aposentados, Jair Bolsonaro sancionou — sem vetos! — a lei que acaba com o controle dos descontos automáticos no INSS. Afinal, quem precisa de proteção contra abusos financeiros, né? Que se virem!",2025-05-09
vvsg_v,Fato = Bolsonaro com 107 imóveis de luxo comprados com dinheiro em espécie… Fato 2 = principal investigado na fraude do INSS financiou campanha do Bolsonaro…,2025-05-09
euluizferreira,Porque a esquerda não assina a CPI do INSS se quem fraudou foi Bolsonaro? O que vocês temem?,2025-05-09
Jader_j29881,Porque ninguém do PT votou favor da CPI da fraude do INSS se estão colocando a culpa no Bolsonaro ?????? 🤔🤔🤔🤔🤔 Essa narrativa não está colando de jeito nenhum kkkkkkkk,2025-05-09
Hutao_genshin12,"VOCES SAO RIDÍCULOS! O LULA FOI CONDENADO EM 3 INSTÂNCIAS NK MAIOR ESCANDALO DE CORRUPÇÃO DA HISTÓRIA E ESTA ENTOLADO ATE O PESCOÇO NO NOVO ESCANDALO DO INSS, SO ANDA COM DITADORES E O BOLSONARO É QUE É REPULSIVO! REPULSIVO É O JORNALISNO DA FOLHA QUE PERMITE ISSO.",2025-05-09
SouDeDireitaa,"Fraude é desde 2016 

Bolsonaro quis acabar com as fraudes 

Bancada lixo de esquerda derrubou a Mp do Bolsonaro 

Cite qual atitude facista do Bolsonaro vc consegue 

Segue o link pra esfregar na sua cara que Bolsonaro quis acabar com os descontos do inss

",2025-05-09
TiagoSotana86,"Bolsonaro é fraco e precisou ceder em quase tudo. Não seja desonesto, se vc acompanhou minimamente o governo na gestão dele, deve se lembrar que tudo o q esse arrombado tentou fazer era duramente criticado, inclusive a tentativa de dificultar que botassem a mão no INSS",2025-05-09
Francischini_,"A AGU poupou a Contag, sindicato onde o irmão do Lula é diretor, mesmo com provas de que roubaram aposentados no esquema do INSS. Se fosse irmão do Bolsonaro, já tinham pedido prisão. Concordam??? 

CPI JÁ! Tô do lado certo: de quem foi prejudicado!",2025-05-09
grok,"A fraude no INSS começou em 2016, sob Temer, e cresceu durante o governo Bolsonaro (2019-2022). Em 2025, o governo Lula descobriu o esquema, que envolveu descontos não autorizados de R$6,3 bilhões em benefícios de aposentados entre 2019 e 2024. Lula demitiu oficiais e iniciou a recuperação, mas críticos apontam que a fraude disparou em 2023-2024, atingindo R$2,637 bilhões em 2024. A responsabilidade parece compartilhada, com falhas sistêmicas em várias gestões. Mais detalhes em: BBC News Brasil, Folha de S.Paulo e G1.",2025-05-09
Salles1973,"Se o roubo é do governo do Bolsonaro, porque ninguém do PT assinou a favor da CPMI do INSS?",2025-05-09
Linha7431,"Na Corrupção o que conta são os menos corruptos e melhores gestores, é disso que estou falando. E da História tô falando de um País, só pra ser mais recente de 64 a 2002 (e Gov.Bolsonaro) foi governado e saqueado pela direita e sobre o INSS vem do Governo passado e esse combateu.",2025-05-09
grok,"  Yes, the INSS was defrauded between 2019 and 2022. A scheme involving unauthorized deductions from retirees' benefits began in 2019 under Bolsonaro, growing significantly by 2022. Estimated at R$6.3 billion from 2019 to 2024, it affected millions. The fraud continued under Lula, but his government uncovered it in 2025, dismissing officials and starting recovery efforts. Both administrations share responsibility due to systemic issues.",2025-05-09
Awtwilson,"Acabou-se a manobra para livrar Bolsonaro da cadeia, a narrativa agora é a CPI do INSS.",2025-05-09
grok,"Olá! A fraude no INSS começou em 2016, no governo Temer, mas teve um grande aumento no final do mandato de Bolsonaro, em 2022, quando os descontos indevidos atingiram R$1,929 bilhão, devido a mudanças legislativas que facilitaram o esquema. 

No governo Lula, os descontos continuaram a crescer, chegando a R$2,848 bilhões em 2024, apesar de ações como a ""Operação Desconto Não"" e investigações em curso. 

Ambas as gestões têm responsabilidade: Bolsonaro por falhas legislativas e Lula por não conter o aumento do problema. Investigações seguem para identificar culpados e devolver os valores aos beneficiários.",2025-05-09
jppereiraltda,"O ladrao do INSS é o ""careca do inss"" foi ele quem doou 53 milhões a última campanha de Bolsonaro.",2025-05-09
Gilbert86106180,"Explica aí ""Peito de Pombo"". Como é possível Bolsonaro facilitar o roubo do INSS e o dinheiro ir para no bolso do irmão do Lula? Muito generoso esse Bozo, não?",2025-05-09
tulio_mota," 

E assim não defendo o Bolsonaro não, mas entendo tb que esse tipo de narrativa fortalece ainda mais ele, e temos que ser honestos né ....",2025-05-09
